3408613
Day,Computer Science,Biology,Astrophysics,Visual Arts,Marketing
60,-0.04,-0.196,0.389,-0.058,0.212,
61,-0.071,-0.198,0.391,-0.059,0.248,
62,-0.068,-0.199,0.388,-0.07,0.267,
63,-0.069,-0.206,0.397,-0.071,0.273,
64,-0.059,-0.219,0.4,-0.065,0.274,
65,-0.025,-0.254,0.399,-0.067,0.279,
66,-0.017,-0.257,0.398,-0.066,0.285,
67,-0.017,-0.271,0.399,-0.059,0.296,
68,-0.008,-0.281,0.399,-0.051,0.293,
69,-0.006,-0.289,0.399,-0.039,0.293,
70,-0.001,-0.308,0.398,-0.029,0.302,
71,-0.01,-0.3,0.411,-0.023,0.289,
72,-0.008,-0.308,0.407,-0.007,0.283,
73,-0.014,-0.305,0.425,-0.011,0.283,
74,-0.011,-0.296,0.426,-0.027,0.289,
75,-0.014,-0.289,0.418,-0.02,0.294,
76,-0.006,-0.289,0.421,-0.02,0.297,
77,-0.008,-0.288,0.432,-0.02,0.293,
78,-0.013,-0.279,0.451,-0.02,0.279,
79,0,-0.289,0.455,-0.019,0.278,
80,0.004,-0.293,0.472,-0.026,0.271,
81,0.012,-0.293,0.471,-0.025,0.265,
82,0.018,-0.29,0.483,-0.025,0.263,
83,0.021,-0.304,0.488,-0.012,0.264,
84,0.026,-0.304,0.494,-0.012,0.26,
85,0.03,-0.274,0.495,-0.039,0.256,
86,0.057,-0.272,0.5,-0.045,0.233,
87,0.056,-0.25,0.5,-0.069,0.238,
88,0.066,-0.255,0.501,-0.065,0.235,
89,0.072,-0.252,0.512,-0.069,0.226,
90,0.085,-0.25,0.515,-0.067,0.215,
91,0.101,-0.246,0.502,-0.062,0.21,
92,0.096,-0.237,0.484,-0.062,0.224,
93,0.094,-0.257,0.502,-0.042,0.208,
94,0.098,-0.269,0.504,-0.024,0.204,
95,0.095,-0.27,0.506,-0.024,0.213,
96,0.123,-0.268,0.506,-0.02,0.181,
97,0.129,-0.272,0.486,-0.009,0.191,
98,0.131,-0.277,0.496,-0.002,0.18,
99,0.138,-0.284,0.499,-0.004,0.183,
100,0.148,-0.278,0.495,0.003,0.173,
101,0.168,-0.272,0.493,0.008,0.149,
102,0.172,-0.27,0.502,0.008,0.147,
103,0.174,-0.254,0.494,0.007,0.147,
104,0.196,-0.253,0.493,0.007,0.124,
105,0.198,-0.248,0.498,0.006,0.118,
106,0.199,-0.248,0.515,0.009,0.1,
107,0.196,-0.282,0.555,0.011,0.098,
108,0.196,-0.28,0.58,0.013,0.08,
109,0.197,-0.274,0.592,0.017,0.064,
110,0.199,-0.268,0.595,0.024,0.051,
111,0.202,-0.269,0.6,0.035,0.038,
112,0.208,-0.268,0.61,0.029,0.034,
113,0.227,-0.261,0.6,0.026,0.026,
114,0.231,-0.255,0.61,0.029,0.022,
115,0.222,-0.256,0.629,0.028,0.016,
116,0.234,-0.254,0.634,0.03,0,
117,0.239,-0.25,0.637,0.048,-0.018,
118,0.238,-0.244,0.661,0.048,-0.039,
119,0.239,-0.25,0.671,0.055,-0.045,
120,0.262,-0.251,0.67,0.055,-0.064,
121,0.287,-0.235,0.67,0.045,-0.09,
122,0.316,-0.232,0.672,0.046,-0.12,
123,0.319,-0.227,0.681,0.044,-0.134,
124,0.328,-0.219,0.667,0.044,-0.131,
125,0.333,-0.216,0.666,0.044,-0.135,
126,0.328,-0.212,0.676,0.049,-0.141,
127,0.326,-0.214,0.719,0.048,-0.179,
128,0.326,-0.222,0.721,0.055,-0.18,
129,0.337,-0.22,0.719,0.055,-0.186,
130,0.343,-0.219,0.715,0.055,-0.186,
131,0.342,-0.219,0.724,0.055,-0.189,
132,0.342,-0.213,0.766,0.049,-0.231,
133,0.35,-0.203,0.774,0.04,-0.237,
134,0.353,-0.2,0.778,0.032,-0.238,
135,0.35,-0.198,0.8,0.039,-0.261,
136,0.344,-0.196,0.807,0.038,-0.254,
137,0.346,-0.194,0.825,0.04,-0.268,
138,0.364,-0.194,0.823,0.023,-0.263,
139,0.364,-0.186,0.825,0.015,-0.262,
140,0.363,-0.183,0.837,0.015,-0.271,
141,0.357,-0.183,0.857,0.015,-0.28,
142,0.338,-0.183,0.874,0.003,-0.262,
143,0.352,-0.165,0.871,0.003,-0.288,
144,0.398,-0.165,0.834,0.003,-0.296,
145,0.401,-0.166,0.856,0.003,-0.311,
146,0.399,-0.164,0.856,0.008,-0.309,
147,0.4,-0.163,0.867,0.009,-0.311,
148,0.432,-0.164,0.865,0.009,-0.337,
149,0.439,-0.167,0.88,0.01,-0.351,
150,0.439,-0.165,0.88,0.01,-0.35,
151,0.441,-0.167,0.88,0.013,-0.345,
152,0.44,-0.169,0.884,0.01,-0.338,
153,0.45,-0.17,0.883,0.016,-0.345,
154,0.458,-0.163,0.883,0.015,-0.353,
155,0.463,-0.165,0.893,0.015,-0.356,
156,0.455,-0.169,0.89,0.033,-0.352,
157,0.47,-0.169,0.895,0.024,-0.359,
158,0.476,-0.172,0.895,0.014,-0.342,
159,0.474,-0.165,0.906,0.013,-0.354,
160,0.478,-0.165,0.905,0.011,-0.347,
161,0.473,-0.157,0.915,0.002,-0.349,
162,0.471,-0.156,0.92,0.005,-0.35,
163,0.47,-0.148,0.926,0.004,-0.35,
164,0.469,-0.155,0.924,0.006,-0.338,
165,0.477,-0.156,0.924,0.006,-0.336,
166,0.465,-0.158,0.933,0.008,-0.33,
167,0.474,-0.158,0.933,0.008,-0.332,
168,0.475,-0.156,0.948,0.01,-0.34,
169,0.486,-0.157,0.945,0.014,-0.341,
170,0.513,-0.168,0.937,0.013,-0.343,
171,0.523,-0.168,0.939,0.011,-0.349,
172,0.529,-0.179,0.944,0.012,-0.349,
173,0.531,-0.177,0.946,0.006,-0.344,
174,0.534,-0.178,0.947,0.01,-0.347,
175,0.533,-0.176,0.957,0.01,-0.35,
176,0.538,-0.177,0.964,0.01,-0.348,
177,0.536,-0.172,0.958,0.02,-0.349,
178,0.536,-0.177,0.958,0.028,-0.345,
179,0.537,-0.178,0.971,0.025,-0.348,
180,0.539,-0.179,0.981,0.024,-0.355,
181,0.553,-0.182,0.981,0.021,-0.357,
182,0.571,-0.182,0.989,0.019,-0.375,
183,0.571,-0.184,1.001,0.015,-0.372,
184,0.581,-0.184,1.03,0.015,-0.406,
185,0.593,-0.186,1.037,0.019,-0.419,
186,0.601,-0.186,1.039,0.024,-0.426,
187,0.612,-0.187,1.047,0.028,-0.443,
188,0.611,-0.177,1.066,0.023,-0.458,
189,0.614,-0.178,1.077,0.021,-0.455,
190,0.626,-0.178,1.081,0.035,-0.478,
191,0.636,-0.178,1.09,0.034,-0.486,
192,0.632,-0.176,1.103,0.036,-0.494,
193,0.66,-0.174,1.107,0.037,-0.521,
194,0.666,-0.169,1.106,0.042,-0.533,
195,0.671,-0.167,1.092,0.04,-0.517,
196,0.671,-0.167,1.092,0.041,-0.512,
197,0.676,-0.165,1.093,0.041,-0.513,
198,0.678,-0.166,1.108,0.029,-0.515,
199,0.688,-0.165,1.114,0.029,-0.525,
200,0.682,-0.173,1.113,0.051,-0.53,
201,0.688,-0.176,1.113,0.048,-0.524,
202,0.687,-0.167,1.104,0.049,-0.515,
203,0.685,-0.165,1.104,0.046,-0.503,
204,0.687,-0.154,1.104,0.044,-0.501,
205,0.689,-0.146,1.111,0.044,-0.505,
206,0.715,-0.147,1.115,0.044,-0.528,
207,0.717,-0.15,1.114,0.042,-0.519,
208,0.723,-0.151,1.119,0.045,-0.525,
209,0.726,-0.149,1.125,0.044,-0.527,
210,0.722,-0.149,1.138,0.04,-0.526,
211,0.715,-0.14,1.135,0.039,-0.522,
212,0.72,-0.139,1.146,0.039,-0.532,
213,0.717,-0.144,1.145,0.038,-0.518,
214,0.731,-0.146,1.146,0.037,-0.526,
215,0.723,-0.17,1.146,0.075,-0.53,
216,0.719,-0.211,1.146,0.121,-0.531,
217,0.706,-0.214,1.146,0.141,-0.531,
218,0.703,-0.201,1.142,0.139,-0.535,
219,0.703,-0.191,1.144,0.135,-0.537,
220,0.701,-0.193,1.145,0.133,-0.523,
221,0.707,-0.188,1.154,0.131,-0.537,
222,0.715,-0.203,1.159,0.13,-0.53,
223,0.717,-0.204,1.17,0.132,-0.539,
224,0.723,-0.204,1.168,0.132,-0.539,
225,0.721,-0.2,1.167,0.134,-0.538,
226,0.721,-0.202,1.169,0.133,-0.533,
227,0.747,-0.204,1.169,0.13,-0.549,
228,0.741,-0.2,1.175,0.131,-0.549,
229,0.748,-0.202,1.178,0.137,-0.551,
230,0.756,-0.197,1.176,0.136,-0.551,
231,0.766,-0.193,1.17,0.124,-0.542,
232,0.781,-0.193,1.173,0.131,-0.554,
233,0.814,-0.192,1.172,0.129,-0.586,
234,0.816,-0.194,1.18,0.123,-0.586,
235,0.826,-0.206,1.156,0.141,-0.575,
236,0.84,-0.207,1.146,0.142,-0.575,
237,0.84,-0.204,1.149,0.137,-0.569,
238,0.858,-0.207,1.15,0.137,-0.582,
239,0.861,-0.202,1.146,0.137,-0.581,
240,0.864,-0.202,1.144,0.137,-0.577,
241,0.864,-0.199,1.153,0.137,-0.58,
242,0.878,-0.201,1.152,0.145,-0.596,
243,0.893,-0.21,1.151,0.142,-0.595,
244,0.92,-0.22,1.15,0.141,-0.608,
245,0.944,-0.22,1.151,0.131,-0.62,
246,0.958,-0.207,1.144,0.125,-0.635,
247,0.982,-0.208,1.147,0.124,-0.66,
248,0.986,-0.205,1.139,0.123,-0.645,
249,0.995,-0.199,1.139,0.128,-0.66,
250,0.992,-0.207,1.14,0.138,-0.657,
251,0.996,-0.207,1.141,0.138,-0.658,
252,1,-0.198,1.143,0.13,-0.659,
253,0.997,-0.185,1.143,0.126,-0.66,
254,1.019,-0.213,1.155,0.126,-0.663,
255,1.028,-0.221,1.162,0.124,-0.661,
256,1.045,-0.221,1.157,0.132,-0.679,
257,1.053,-0.224,1.156,0.14,-0.69,
258,1.065,-0.225,1.157,0.145,-0.701,
259,1.08,-0.217,1.153,0.138,-0.712,
260,1.089,-0.215,1.163,0.139,-0.725,
261,1.091,-0.215,1.17,0.138,-0.727,
262,1.13,-0.215,1.17,0.128,-0.754,
263,1.137,-0.214,1.172,0.121,-0.752,
264,1.151,-0.215,1.172,0.121,-0.758,
265,1.157,-0.214,1.176,0.119,-0.754,
266,1.163,-0.214,1.186,0.117,-0.758,
267,1.181,-0.22,1.181,0.115,-0.76,
268,1.18,-0.22,1.18,0.117,-0.757,
269,1.213,-0.222,1.178,0.118,-0.784,
270,1.211,-0.212,1.184,0.106,-0.785,
271,1.218,-0.208,1.176,0.106,-0.786,
272,1.22,-0.196,1.162,0.11,-0.788,
273,1.255,-0.196,1.16,0.109,-0.816,
274,1.257,-0.192,1.163,0.11,-0.811,
275,1.251,-0.192,1.164,0.117,-0.811,
276,1.269,-0.19,1.157,0.112,-0.813,
277,1.287,-0.208,1.157,0.112,-0.807,
278,1.296,-0.196,1.145,0.117,-0.818,
279,1.308,-0.193,1.143,0.118,-0.824,
280,1.318,-0.19,1.147,0.118,-0.831,
281,1.325,-0.187,1.157,0.117,-0.839,
282,1.34,-0.197,1.155,0.117,-0.835,
283,1.345,-0.196,1.155,0.117,-0.835,
284,1.351,-0.199,1.156,0.122,-0.839,
285,1.359,-0.201,1.154,0.124,-0.839,
286,1.366,-0.202,1.154,0.122,-0.834,
287,1.378,-0.214,1.158,0.129,-0.835,
288,1.382,-0.212,1.155,0.129,-0.833,
289,1.389,-0.214,1.154,0.129,-0.824,
290,1.388,-0.208,1.157,0.122,-0.822,
291,1.404,-0.208,1.165,0.114,-0.836,
292,1.411,-0.212,1.164,0.122,-0.836,
293,1.413,-0.209,1.174,0.112,-0.841,
294,1.415,-0.209,1.171,0.114,-0.833,
295,1.415,-0.196,1.159,0.114,-0.833,
296,1.411,-0.194,1.168,0.11,-0.835,
297,1.402,-0.199,1.171,0.109,-0.822,
298,1.4,-0.202,1.17,0.115,-0.822,
299,1.419,-0.222,1.169,0.115,-0.816,
300,1.44,-0.221,1.177,0.113,-0.839,
301,1.446,-0.221,1.177,0.113,-0.84,
302,1.455,-0.224,1.175,0.113,-0.838,
303,1.469,-0.228,1.185,0.112,-0.853,
304,1.465,-0.233,1.202,0.111,-0.858,
305,1.446,-0.237,1.23,0.11,-0.86,
306,1.456,-0.248,1.226,0.124,-0.865,
307,1.465,-0.25,1.232,0.11,-0.859,
308,1.465,-0.25,1.184,0.158,-0.859,
309,1.45,-0.25,1.188,0.171,-0.853,
310,1.453,-0.253,1.191,0.169,-0.851,
311,1.455,-0.261,1.195,0.165,-0.841,
312,1.457,-0.264,1.193,0.165,-0.834,
313,1.436,-0.266,1.216,0.166,-0.834,
314,1.422,-0.252,1.211,0.166,-0.826,
315,1.429,-0.259,1.209,0.168,-0.824,
316,1.433,-0.263,1.205,0.171,-0.821,
317,1.434,-0.277,1.214,0.17,-0.803,
318,1.446,-0.278,1.201,0.173,-0.799,
319,1.448,-0.276,1.207,0.17,-0.796,
320,1.471,-0.272,1.209,0.162,-0.813,
321,1.476,-0.273,1.21,0.168,-0.809,
322,1.475,-0.262,1.208,0.167,-0.81,
323,1.48,-0.258,1.206,0.166,-0.809,
324,1.485,-0.259,1.207,0.167,-0.808,
325,1.521,-0.257,1.208,0.167,-0.842,
326,1.536,-0.256,1.207,0.166,-0.847,
327,1.57,-0.256,1.206,0.166,-0.874,
328,1.586,-0.268,1.209,0.166,-0.874,
329,1.584,-0.272,1.22,0.165,-0.873,
330,1.585,-0.272,1.219,0.163,-0.868,
331,1.592,-0.273,1.222,0.165,-0.868,
332,1.594,-0.272,1.229,0.168,-0.878,
333,1.586,-0.264,1.228,0.174,-0.875,
334,1.585,-0.264,1.232,0.177,-0.869,
335,1.592,-0.257,1.232,0.178,-0.877,
336,1.6,-0.257,1.24,0.181,-0.892,
337,1.602,-0.264,1.24,0.186,-0.889,
338,1.614,-0.257,1.237,0.181,-0.89,
339,1.619,-0.257,1.25,0.18,-0.898,
340,1.622,-0.258,1.263,0.177,-0.901,
341,1.626,-0.264,1.262,0.184,-0.902,
342,1.617,-0.258,1.26,0.194,-0.905,
343,1.624,-0.272,1.274,0.194,-0.905,
344,1.632,-0.276,1.273,0.2,-0.908,
345,1.658,-0.277,1.271,0.192,-0.923,
346,1.659,-0.278,1.276,0.189,-0.919,
347,1.661,-0.276,1.273,0.171,-0.893,
348,1.663,-0.276,1.279,0.161,-0.883,
349,1.663,-0.286,1.278,0.178,-0.881,
350,1.667,-0.283,1.279,0.178,-0.883,
351,1.665,-0.283,1.277,0.178,-0.881,
352,1.668,-0.283,1.275,0.177,-0.875,
353,1.671,-0.284,1.285,0.172,-0.879,
354,1.676,-0.275,1.282,0.17,-0.885,
355,1.689,-0.275,1.279,0.162,-0.883,
356,1.69,-0.275,1.286,0.157,-0.878,
357,1.691,-0.273,1.285,0.158,-0.877,
358,1.698,-0.291,1.305,0.158,-0.886,
359,1.686,-0.292,1.331,0.158,-0.895,
360,1.671,-0.281,1.333,0.158,-0.89,
361,1.678,-0.279,1.329,0.159,-0.89,
362,1.677,-0.263,1.328,0.147,-0.89,
363,1.679,-0.264,1.331,0.146,-0.883,
364,1.675,-0.26,1.328,0.155,-0.885,
